Year,State abbreviation,State annual NOx coal output emission rate (lb/MWh),State annual NOx oil output emission rate (lb/MWh),State annual NOx gas output emission rate (lb/MWh),State annual NOx fossil fuel output emission rate (lb/MWh),State ozone season NOx coal output emission rate (lb/MWh),State ozone season NOx oil output emission rate (lb/MWh),State ozone season NOx gas output emission rate (lb/MWh),State ozone season Nox fossil fuel output emission rate (lb/MWh),State annual SO2 coal output emission rate (lb/MWh),State annual SO2 oil output emission rate (lb/MWh),State annual SO2 gas output emission rate (lb/MWh),State annual SO2 fossil fuel output emission rate (lb/MWh),State annual CO2 coal output emission rate (lb/MWh),State annual CO2 oil output emission rate (lb/MWh),State annual CO2 gas output emission rate (lb/MWh),State annual CO2 fossil fuel output emission rate (lb/MWh)
2000,UT,4.573,31.711,2.874,4.546,4.650,31.711,2.671,4.607,1.638,2.151,0.028,1.599,2167.219,1574.131,1405.086,2148.514
2000,VA,4.268,9.825,0.691,4.065,4.186,9.153,0.651,3.982,10.324,1.411,0.126,9.684,2082.275,1275.783,1120.463,2021.994
2000,VT,N/A,13.338,N/A,13.338,N/A,16.338,N/A,16.338,N/A,6.440,N/A,6.440,N/A,2330.842,N/A,2330.842
2000,WA,4.280,60.276,1.947,3.251,5.510,41.440,1.727,3.338,17.770,5.732,0.173,10.001,2200.154,3007.298,1329.220,1815.663
2000,WI,5.029,2.709,1.039,4.879,4.807,6.499,1.018,4.662,9.031,0.244,0.053,8.691,2351.793,1305.221,1303.507,2312.055
2000,WV,5.860,N/A,3.483,5.859,5.763,N/A,3.483,5.762,13.045,N/A,5.659,13.042,2053.137,N/A,1291.943,2052.767
2000,WY,4.190,N/A,1.413,4.169,4.155,N/A,1.413,4.133,3.873,N/A,0.008,3.843,2383.547,N/A,957.577,2372.508
2004,AK,4.866,12.691,3.075,4.758,4.717,14.872,3.367,5.248,3.113,7.425,0.040,1.556,1702.747,1681.041,1328.969,1431.064
2004,AL,3.426,27.220,0.280,3.034,2.867,27.220,0.223,2.453,10.352,2.761,0.012,9.062,2056.719,1782.526,982.258,1922.737
2004,AR,2.998,2.568,1.253,2.706,3.000,2.143,1.407,2.678,6.075,7.201,1.271,5.271,2210.112,1690.769,1554.374,2099.883
2004,AZ,4.019,15.676,0.541,2.741,4.012,14.912,0.635,2.597,3.010,3.074,0.014,1.909,2265.494,1967.774,1238.070,1888.004
2004,CA,0.754,1.532,0.438,0.463,0.755,1.482,0.421,0.446,3.020,7.742,0.022,0.222,2247.887,2011.438,1224.186,1265.055
2004,CO,3.832,25.898,0.534,3.081,3.858,27.511,0.492,3.047,3.558,6.674,0.011,2.750,2351.447,4237.484,980.847,2039.068
2004,CT,2.552,2.419,0.331,1.296,2.365,2.373,0.354,1.099,1.791,4.122,0.022,1.070,2094.270,1909.712,1333.425,1648.177
2004,DC,N/A,5.046,N/A,5.046,N/A,5.104,N/A,5.104,N/A,9.500,N/A,9.500,N/A,3614.251,N/A,3614.251
2004,DE,3.790,1.034,0.248,3.080,3.330,1.030,0.266,2.694,13.683,0.570,0.175,10.315,2203.408,641.587,1238.773,1804.224
2004,FL,3.897,2.364,0.687,2.451,3.876,2.477,0.711,2.417,6.334,6.278,0.129,4.386,1858.172,1327.198,1094.758,1465.686
2004,GA,2.535,7.055,0.624,2.418,1.677,12.531,0.637,1.584,13.837,20.056,0.016,12.975,2033.209,2748.351,1259.838,1985.150
2004,HI,1.391,4.269,N/A,3.785,1.256,4.353,N/A,3.842,1.142,5.137,N/A,4.465,1876.158,1709.228,N/A,1737.304
2004,IA,4.570,15.715,1.377,4.524,4.430,18.008,1.870,4.415,7.845,3.799,0.059,7.694,2338.290,2281.302,1262.917,2318.073
2004,ID,4.835,26.898,0.205,0.479,4.022,26.898,0.220,0.449,6.049,2.729,0.006,0.360,1438.801,1761.406,816.824,853.358
2004,IL,3.028,3.752,1.544,2.978,1.868,3.044,1.048,1.827,7.910,0.395,1.208,7.675,2264.041,265.681,1508.769,2236.999
2004,IN,3.736,-5.751,0.590,3.702,2.649,-10.128,0.750,2.625,14.292,-1.663,0.018,14.134,2154.801,-1065.660,1546.403,2148.077
2004,KS,5.160,31.515,4.869,5.150,4.955,31.514,4.545,4.933,6.621,3.014,11.381,6.832,2438.288,2096.417,1850.188,2412.085
2004,KY,3.679,28.192,1.053,3.670,2.128,28.192,1.016,2.124,11.457,2.715,0.027,11.416,2149.287,1846.179,1341.163,2146.329
2004,LA,3.088,1.750,1.460,2.153,3.062,1.663,1.615,2.224,7.366,8.267,0.552,3.489,2171.382,1017.231,1108.505,1559.030
2004,MA,2.670,1.787,0.404,1.271,2.488,1.087,0.368,1.037,8.375,9.790,0.536,4.244,1964.025,1717.338,1124.641,1458.649
2004,MD,3.757,1.592,1.282,3.670,2.673,2.086,0.991,2.614,17.583,2.066,0.393,16.966,2000.729,556.237,1312.643,1961.583
2004,ME,2.277,1.881,0.298,0.590,2.240,2.018,0.290,0.528,1.845,8.834,0.027,0.816,572.676,1630.065,1122.060,1108.012
2004,MI,3.386,0.033,0.894,2.682,3.024,0.039,0.850,2.375,9.904,0.018,0.231,7.454,2139.495,11.598,1103.347,1780.410
2004,MN,4.895,11.417,1.128,4.820,4.809,11.171,1.397,4.745,6.059,3.513,0.894,5.952,2305.895,2255.224,1213.956,2283.596
2004,MO,3.385,30.001,0.675,3.296,2.625,54.748,0.655,2.530,7.640,7.312,0.018,7.382,2132.385,4866.088,1118.174,2098.336
2004,MS,3.940,7.722,0.510,3.447,3.826,6.974,0.426,3.080,7.679,10.374,0.035,5.956,2435.426,1774.547,874.712,1951.652
2004,MT,4.304,2.478,1.988,4.258,4.217,2.372,1.858,4.167,2.363,10.418,0.067,2.557,2314.859,3976.310,7514.824,2359.006
2004,NC,3.244,1.140,0.324,3.149,2.298,1.414,0.302,2.190,12.483,0.286,0.066,12.071,1963.316,733.829,1079.880,1933.080
2004,ND,5.305,4.750,-1.744,5.305,5.183,4.750,-1.744,5.183,10.187,3.222,-0.021,10.185,2533.063,2138.433,-735.443,2532.974
2004,NE,4.737,12.705,2.959,4.719,4.592,11.827,2.648,4.553,7.571,2.874,0.097,7.475,2328.066,2013.827,1351.653,2315.677
2004,NH,2.920,3.154,0.103,1.598,2.252,2.691,0.097,1.344,18.195,18.754,0.010,9.507,2297.832,2048.362,873.287,1570.829
2004,NJ,4.115,0.079,0.320,1.164,3.249,0.114,0.321,0.948,9.825,0.075,0.026,2.465,2238.786,58.335,794.847,867.570
2004,NM,4.872,40.496,2.331,4.640,4.857,40.482,2.429,4.608,2.620,4.172,0.017,2.382,2057.313,2651.895,1782.824,2032.233
2004,NV,4.201,-15.479,1.066,2.716,4.331,-15.479,1.028,2.647,5.945,-1.582,0.036,3.146,2222.101,-1013.645,1118.657,1699.348
2004,NY,2.798,2.117,0.626,1.893,2.599,1.866,0.563,1.673,13.469,6.038,0.101,6.699,2157.735,1706.844,1306.622,1734.943
2004,OH,4.194,13.912,0.759,4.159,2.427,15.551,0.712,2.396,17.196,4.188,0.033,17.020,2010.137,2700.096,1533.799,2005.317
2004,OK,3.528,0.261,1.690,2.861,3.383,0.337,1.589,2.638,5.818,0.019,0.009,3.711,2210.537,61.449,1123.913,1815.758
2004,OR,4.402,N/A,0.704,1.499,4.259,N/A,0.773,1.232,6.986,N/A,0.019,1.517,2267.747,N/A,1153.135,1392.711
2004,PA,3.045,3.662,0.528,2.860,1.964,3.153,0.455,1.794,16.569,5.132,0.023,15.333,2026.921,2147.703,1242.131,1969.049
2004,RI,N/A,4.818,0.278,0.323,N/A,4.792,0.259,0.298,N/A,5.022,0.025,0.075,N/A,1173.290,1071.192,1072.207
2004,SC,2.883,0.883,0.355,2.706,2.360,0.864,0.294,2.154,9.574,0.411,0.015,8.901,1788.397,269.657,1199.934,1745.968
2004,SD,9.828,9.925,1.181,9.547,9.559,22.562,1.142,9.128,8.270,4.498,0.070,7.997,2454.500,2925.648,1703.726,2430.790
2004,TN,3.828,0.929,1.345,3.820,2.176,0.675,1.322,2.171,10.521,0.096,0.045,10.488,2087.610,1497.846,1445.594,2085.713
2004,TX,2.024,3.484,0.656,1.288,1.969,3.559,0.653,1.226,7.920,1.997,0.029,3.579,2281.887,1425.954,1197.418,1684.977
2004,UT,3.947,20.154,1.457,3.888,3.969,20.154,1.206,3.873,1.994,2.147,0.018,1.947,2169.891,1319.827,1643.568,2157.431
2004,VA,3.380,2.662,1.084,3.154,2.549,2.512,0.968,2.342,10.474,0.897,2.157,9.628,2022.414,1822.788,1720.380,1992.269
2004,VT,N/A,1.100,N/A,1.100,N/A,0.677,N/A,0.677,N/A,0.953,N/A,0.953,N/A,611.766,N/A,611.766
2004,WA,2.871,8.993,1.160,2.128,2.717,8.831,1.125,1.992,1.342,5.689,0.030,0.773,2255.277,3986.704,1385.564,1877.628
2004,WI,3.594,0.027,1.428,2.976,3.487,0.033,1.360,2.898,8.840,0.059,0.083,7.185,2284.014,9.411,1373.814,1908.614
2004,WV,4.004,N/A,0.597,3.999,2.144,N/A,0.450,2.141,10.941,N/A,0.037,10.925,2031.004,N/A,1095.768,2029.611
2004,WY,4.347,N/A,2.200,4.339,4.391,N/A,2.468,4.384,4.069,N/A,0.893,4.057,2346.349,N/A,959.143,2341.092
2005,AK,5.3261,12.9804,2.2731,4.2551,5.0992,13.6334,2.5248,4.4607,3.2912,6.3433,0.0379,1.3854,"1,854.54","1,646.52","1,268.61","1,397.83"
2005,AL,3.2544,25.3367,0.2195,2.9170,2.4992,25.3357,0.1992,2.1429,11.2982,1.9509,0.0122,10.0049,"2,129.69","1,675.95",955.30,"1,999.16"
2005,AR,2.9657,27.5972,0.4364,2.4440,3.0640,27.5963,0.4452,2.3109,5.7013,2.0952,0.2373,4.5730,"2,272.37","1,825.47","1,020.15","2,013.80"
2005,AZ,3.8701,1.6175,0.2104,2.3701,3.8633,1.8532,0.1993,2.1873,2.6124,0.0515,0.0048,1.5403,"2,271.30","1,491.49",878.45,"1,700.71"
2005,CA,0.9806,1.4825,0.3033,0.3504,0.9443,1.5147,0.3180,0.3609,3.0269,7.1744,0.0184,0.2417,"2,314.31","2,261.27",979.51,"1,038.67"
2005,CO,3.9486,36.8046,0.3351,3.0503,3.9611,53.8121,0.3670,3.0441,3.5217,5.5953,0.0070,2.6457,"2,358.23","4,921.46",899.16,"1,994.71"
2005,CT,1.2431,2.2286,0.1196,0.8334,1.1568,2.2416,0.1111,0.7651,1.9790,3.0189,0.0072,1.1322,"2,277.12","1,845.42",886.83,"1,437.37"
2005,DC,N/A,3.6538,N/A,3.6538,N/A,3.4464,N/A,3.4464,N/A,8.0900,N/A,8.0900,N/A,"2,432.30",N/A,"2,432.30"
2005,DE,3.8785,4.5380,1.0838,3.3297,3.7353,5.2933,0.9958,3.1073,11.3996,10.2671,0.0518,7.9972,"2,190.40","1,919.41",984.35,"2,018.04"
2005,FL,3.8231,2.4315,0.5016,2.2153,3.8411,2.5329,0.5271,2.1932,6.5904,6.6179,0.5161,4.2372,"1,953.07","1,348.27",959.50,"1,429.10"
2005,GA,2.5462,5.9459,0.1742,2.3468,1.7077,6.3112,0.1186,1.5230,14.1364,48.5864,0.0074,13.0560,"2,051.86","1,765.43",969.00,"1,946.96"
2005,HI,0.8936,4.3600,N/A,3.8203,0.8880,4.4094,N/A,3.8919,0.7708,5.0595,N/A,4.3801,"1,896.64","1,758.63",N/A,"1,775.13"
2005,IA,4.3669,8.6998,0.2631,4.1167,4.2166,9.5161,0.2696,3.9535,8.0290,3.8322,0.0143,7.5007,"2,377.32","2,347.90",885.94,"2,281.37"
2005,ID,4.4386,43.5385,0.2175,0.4676,3.3999,43.6524,0.3205,0.5581,5.3688,3.2618,0.0060,0.3236,"1,341.64","2,879.95",825.56,856.13
2005,IL,2.7811,21.3209,0.8136,2.6513,1.7373,20.6766,0.6582,1.6298,7.4898,1.6833,0.9843,7.0140,"2,268.82","1,476.70","1,113.48","2,185.94"
2005,IN,3.4013,1.2468,0.3606,3.3066,2.1065,1.1842,0.3284,2.0409,14.1721,0.0309,0.0090,13.5395,"2,150.04","1,210.54","1,146.40","2,101.77"
2005,KS,4.9132,5.0552,4.8278,4.9160,5.0254,4.9546,5.0853,5.0239,7.2524,18.4001,0.0722,7.4593,"2,405.55","2,003.71","1,604.26","2,374.19"
2005,KY,3.5501,3.7285,2.1852,3.5444,1.8604,0.6173,0.7017,1.8024,10.9178,6.4666,0.0144,10.6610,"2,125.99","2,457.57","1,374.70","2,131.31"
2005,LA,3.1349,2.4448,1.3274,2.0265,2.9731,2.2631,1.3990,1.9618,7.3889,8.7874,0.0861,3.0206,"2,318.82","1,677.58",986.17,"1,498.08"
2005,MA,2.4292,1.4806,0.2542,1.1493,2.2064,1.4803,0.2073,0.9505,7.9299,10.4330,0.2414,4.2216,"1,942.05","1,714.19",942.32,"1,382.73"
2005,MD,3.6666,1.8486,0.9061,3.5473,2.5494,1.9625,0.8990,2.4822,17.0498,3.5533,0.0517,16.1849,"2,000.98",801.62,"1,207.00","1,948.29"
2005,ME,0.9312,3.2793,0.2255,0.6858,0.8753,3.7241,0.1979,0.5873,0.3734,8.8738,0.1608,1.3389,432.26,"2,806.29",957.37,"1,164.58"
2005,MI,3.2595,0.8994,0.3572,2.6146,2.8631,0.9413,0.3689,2.2699,9.8664,6.9267,0.3200,8.2097,"2,134.92",297.31,541.49,"1,728.71"
2005,MN,5.0088,6.0512,1.1361,4.8000,4.8344,6.4182,1.2630,4.5928,6.0290,9.0916,0.0482,5.7103,"2,326.15","2,174.30","1,251.13","2,267.09"
2005,MO,3.2638,29.5949,0.4250,3.1504,2.6698,23.4891,0.4282,2.5339,7.5504,3.3007,0.0124,7.2328,"2,104.03","2,930.06",978.44,"2,056.93"
2005,MS,3.3200,6.6103,0.3484,2.5881,3.3426,7.1764,0.3257,2.5785,6.8405,6.1716,0.0050,4.4816,"2,141.36","1,467.05",860.44,"1,654.42"
2005,MT,4.5027,2.5385,1.5812,4.4566,4.5570,2.6827,1.6260,4.5175,2.1753,10.4951,0.0270,2.3620,"2,395.33","4,014.37","7,579.52","2,434.88"
2005,NC,2.8679,1.4709,0.4535,2.7743,1.6697,1.8534,0.5231,1.6071,12.8747,0.2486,0.0589,12.3671,"1,966.59",517.28,"1,089.27","1,930.62"
2005,ND,5.0862,6.7836,-1.4686,5.0776,5.0014,6.7836,-1.4678,4.9926,9.1714,3.3675,-0.0160,9.1497,"2,449.43","3,060.34",-622.39,"2,445.56"
2005,NE,4.9441,15.2606,6.2322,4.9940,5.0169,14.4427,1.1156,4.8065,7.0986,2.1737,0.2238,6.8548,"2,357.59","1,921.15","1,683.75","2,333.71"
2005,NH,3.3094,3.1500,0.0969,1.4802,2.1500,3.1201,0.0904,0.9893,20.2775,16.4736,0.0114,8.4612,"2,326.42","2,206.89",873.91,"1,494.65"
2005,NJ,4.0571,0.0895,0.3135,1.2052,2.9655,0.1143,0.3316,0.8825,9.3903,0.0748,0.0215,2.5079,"2,225.54",87.78,749.62,862.98
2005,NM,4.8268,27.5058,1.8599,4.4657,4.8608,27.5091,1.8327,4.4061,2.0418,2.0876,0.0125,1.7948,"2,078.55","1,819.42","1,353.24","1,990.26"
2005,NV,4.2541,-7.0667,0.7117,2.4203,4.2937,-7.0667,0.7477,2.4030,5.7867,-0.5334,0.0112,2.8141,"2,216.11",-467.44,954.51,"1,552.01"
2005,NY,2.5428,1.8843,0.5429,1.5418,2.6213,1.7109,0.4978,1.4186,10.3113,5.0758,0.1962,4.6378,"2,116.24","1,603.08",965.03,"1,497.04"
2005,OH,3.7470,25.9805,0.3627,3.6783,1.8130,26.2372,0.3278,1.7627,16.1216,4.5100,0.0128,15.7811,"1,984.24","3,776.97","1,128.08","1,965.89"
2005,OK,3.3074,0.3087,1.4202,2.6167,3.1919,0.2732,1.4041,2.4229,5.1563,0.0166,0.0059,3.2526,"2,014.37",88.98,"1,014.37","1,649.65"
2005,OR,4.8225,N/A,0.2529,1.2095,4.7971,N/A,0.2819,1.4826,6.9463,N/A,0.0079,1.4604,"2,306.28",N/A,870.90,"1,171.38"
2005,PA,2.8114,3.7322,0.2939,2.6353,1.6966,3.5668,0.2356,1.5849,15.9925,10.0274,0.0152,14.5186,"2,020.26","1,892.91",971.75,"1,929.64"
2005,RI,N/A,5.1650,0.1718,0.2131,N/A,4.8122,0.1745,0.2090,N/A,5.3525,0.0106,0.0549,N/A,"1,386.07",962.28,965.79
2005,SC,2.2914,0.9011,0.2004,2.0849,1.6347,1.0084,0.1937,1.4277,9.5118,0.4344,0.0107,8.5700,"1,826.59",382.42,"1,018.50","1,745.64"
2005,SD,9.7659,9.9013,0.8584,9.0024,9.6234,9.9013,0.7683,8.1922,7.6274,3.8136,0.0322,6.9710,"2,421.63","3,438.58","1,488.12","2,342.98"
2005,TN,3.4602,0.8611,2.2145,3.4451,1.6647,0.6033,1.8420,1.6548,9.0035,0.0899,0.0431,8.9484,"2,050.39","1,551.66","1,959.80","2,047.60"
2005,TX,1.8997,2.4728,0.4929,1.1111,1.8204,0.6295,0.4996,1.0128,7.9094,0.8710,0.0194,3.3944,"2,271.36","1,185.75",997.23,"1,531.79"
2005,UT,3.8889,22.4036,1.0536,3.8065,3.9822,22.3261,0.8438,3.8534,2.0529,1.4297,0.0102,1.9885,"2,189.22","1,576.34","1,185.25","2,157.48"
2005,VA,3.3276,1.1956,0.4039,2.8078,2.2833,1.3208,0.3407,1.8465,11.4942,3.3048,0.1560,9.4846,"2,143.48","1,317.22",814.49,"1,918.53"
2005,VT,N/A,0.9195,N/A,0.9195,N/A,1.0298,N/A,1.0298,N/A,0.2461,N/A,0.2461,N/A,461.72,N/A,461.72
2005,WA,3.1927,22.4918,0.5424,2.0160,3.0671,22.5271,0.5997,1.9238,0.6249,1.6843,0.0152,0.3542,"2,358.07","1,487.77",902.53,"1,711.82"
2005,WI,3.3047,0.0256,0.6034,2.6029,3.2283,0.0268,0.6112,2.4946,8.7477,0.0025,0.1383,6.7197,"2,296.21",2.35,"1,135.37","1,886.39"
2005,WV,3.5367,N/A,1.0474,3.5284,1.4367,N/A,0.9194,1.4352,10.2952,N/A,0.8199,10.2637,"1,964.11",N/A,"1,233.23","1,961.68"
2005,WY,4.1621,N/A,3.7106,4.1564,4.0835,N/A,3.7538,4.0770,4.1561,N/A,0.1482,4.1059,"2,342.13",N/A,"1,605.64","2,332.90"
2007,AK,8.1839,11.2949,2.1129,4.5397,7.8117,11.2611,2.1676,4.6091,7.3803,2.9283,0.0364,1.4367,"2,219.10","1,536.09","1,215.55","1,392.95"
2007,AL,2.9408,25.0753,0.1605,2.4296,2.0811,25.0335,0.1534,1.6574,10.8217,0.5034,0.0238,8.8301,"2,090.16","1,676.95",930.07,"1,876.05"
2007,AR,2.8516,24.8275,0.2965,2.2319,2.9418,24.8109,0.3066,2.0481,5.5926,2.0935,0.1141,4.2636,"2,245.66","1,660.38",894.39,"1,917.85"
2007,AZ,3.9354,22.8113,0.1750,2.1431,3.9925,22.7571,0.2089,1.9464,2.7634,2.2144,0.0048,1.4483,"2,402.23","1,779.06",874.78,"1,674.05"
2007,CA,6.9357,7.5109,0.2492,0.5086,6.9766,7.5205,0.2468,0.4870,8.7437,19.4551,0.0115,0.5016,"1,633.90","2,251.48",907.29,948.02
2007,CO,3.6082,12.6350,0.5060,2.7265,3.6864,11.0577,0.5411,2.7135,3.7409,3.8470,0.0095,2.6793,"2,264.65","3,048.08","1,020.81","1,910.84"
2007,CT,1.1726,2.2290,0.1233,0.7177,1.2109,2.1145,0.1146,0.6607,5.6052,2.8085,0.0073,2.1298,"2,070.28","1,980.15",874.66,"1,291.50"
2007,DC,N/A,4.2449,N/A,4.2449,N/A,3.8698,N/A,3.8698,N/A,9.9445,N/A,9.9445,N/A,"2,781.75",N/A,"2,781.75"
2007,DE,3.5506,3.7711,0.3655,2.6344,3.3409,3.4638,0.3324,2.3302,11.5736,9.6246,0.0184,8.0341,"2,178.96","1,840.68",954.16,"1,813.94"
2007,FL,3.8288,3.0212,0.5632,1.9599,3.7524,3.1662,0.6516,1.9295,6.1984,8.4698,0.6396,3.2610,"1,913.35","1,930.65",855.84,"1,326.79"
2007,GA,2.3656,4.2056,0.1593,2.0571,1.6774,4.5777,0.1831,1.3997,14.0911,37.1374,0.0050,12.1924,"2,073.22","1,256.36",932.65,"1,902.74"
2007,HI,9.3361,4.0918,N/A,4.8474,8.9898,4.1523,N/A,4.8634,31.1125,3.7027,N/A,7.7082,"1,905.63","1,586.07",N/A,"1,628.16"
2007,IA,2.8986,8.6393,0.2718,2.7305,2.7311,9.6567,0.3342,2.5993,7.4373,4.3470,0.0097,6.9051,"2,230.46","2,577.59",933.01,"2,140.11"
2007,ID,6.3377,25.6536,0.2538,0.5878,6.7641,25.7111,0.3771,0.6736,18.4483,2.1364,0.0055,1.0120,"1,481.94","1,715.62",890.50,922.84
2007,IL,2.4952,2.4125,0.6472,2.3580,1.6616,2.0188,0.5698,1.5467,6.0575,0.1499,0.4842,5.6389,"2,238.44",203.50,"1,035.90","2,148.01"
2007,IN,3.2226,-28.8025,0.2822,3.1047,2.1447,-86.6261,0.2877,2.0562,11.7087,-2.8000,0.0074,11.1432,"2,122.86","-2,242.55","1,036.83","2,067.92"
2007,KS,3.6719,34.7833,3.2626,3.6547,3.3632,32.0610,3.3885,3.3688,6.3217,2.5864,0.0172,6.0011,"2,276.19","2,401.71","1,468.62","2,235.19"
2007,KY,3.7051,31.8609,0.7673,3.6801,1.9661,31.8766,0.6852,1.9495,8.0593,5.0284,0.0187,7.9895,"2,148.94","2,130.75","1,406.61","2,142.50"
2007,LA,2.2357,11.6999,1.3716,1.7104,2.1063,9.2610,1.4444,1.6996,5.5904,134.3471,0.0913,2.3321,"2,007.15","3,250.24","1,054.62","1,416.80"
2007,MA,1.2534,1.0147,0.1764,0.5596,0.8774,0.8958,0.1623,0.4102,7.2915,5.7637,0.1713,2.7079,"1,945.79","1,783.24",913.41,"1,284.82"
2007,MD,3.2472,5.1474,0.7753,3.1355,2.2186,3.9017,0.8452,2.1470,18.1298,7.5614,0.1265,17.1553,"1,989.31","1,671.82","1,049.23","1,938.12"
2007,ME,N/A,1.4801,0.2477,0.3450,N/A,1.7283,0.1869,0.2389,N/A,7.5401,0.2691,0.8428,N/A,"1,428.06",836.43,883.11
2007,MI,3.0871,0.1686,0.5964,2.5023,2.4683,0.1560,0.5453,1.9628,9.8490,0.8782,0.1292,7.7929,"2,155.68",40.83,982.76,"1,811.09"
2007,MN,4.6034,5.2741,0.6157,4.2631,4.5728,3.9622,0.5848,4.2382,5.1017,7.6252,0.0248,4.6575,"2,336.73","1,914.62","1,086.37","2,225.16"
2007,MO,2.8537,46.1222,0.3701,2.7209,2.2636,40.5335,0.3607,2.1229,7.1462,4.9768,0.0090,6.7533,"2,087.75","4,031.72",982.67,"2,027.11"
2007,MS,3.8052,13.8302,1.0025,2.4938,3.8741,12.8582,1.2635,2.4957,6.5219,2.4340,0.2471,3.5862,"2,116.55","1,954.45",957.13,"1,573.84"
2007,MT,4.6302,5.6336,11.3968,4.6898,4.0367,5.8076,11.3786,4.1246,3.1678,62.7530,0.0508,4.6667,"2,484.06","1,714.52","2,334.24","2,463.75"
2007,NC,1.6403,1.8127,0.5688,1.5860,1.5378,3.2271,0.4432,1.4493,9.7059,0.0302,0.0151,9.2041,"1,929.28",163.21,"1,121.70","1,886.54"
2007,ND,4.8282,8.3479,46.0920,4.8195,4.7868,8.3372,46.1354,4.7781,9.3521,3.9191,0.5314,9.3287,"2,382.31","3,230.57","19,520.28","2,378.26"
2007,NE,4.1175,14.0174,0.9882,3.9612,3.9751,13.3664,0.8836,3.7533,7.0012,2.6491,0.1678,6.6488,"2,316.55","2,170.92","1,265.86","2,262.58"
2007,NH,1.9454,2.8204,0.0751,0.9323,1.9652,2.1939,0.0685,0.7744,18.9211,13.7264,0.0075,8.2180,"2,162.43","2,123.54",867.52,"1,439.99"
2007,NJ,2.3789,0.0114,0.2653,0.6364,2.1678,0.0139,0.2556,0.5788,11.7295,0.0032,0.0220,2.5842,"2,169.73",7.42,905.05,842.24
2007,NM,4.9553,17.8615,0.9677,4.1851,4.9546,7.9502,1.0366,4.1103,1.9262,3.4344,0.0074,1.5556,"2,063.35","2,793.10","1,098.24","1,876.93"
