Year,State abbreviation,State annual NOx coal output emission rate (lb/MWh),State annual NOx oil output emission rate (lb/MWh),State annual NOx gas output emission rate (lb/MWh),State annual NOx fossil fuel output emission rate (lb/MWh),State ozone season NOx coal output emission rate (lb/MWh),State ozone season NOx oil output emission rate (lb/MWh),State ozone season NOx gas output emission rate (lb/MWh),State ozone season Nox fossil fuel output emission rate (lb/MWh),State annual SO2 coal output emission rate (lb/MWh),State annual SO2 oil output emission rate (lb/MWh),State annual SO2 gas output emission rate (lb/MWh),State annual SO2 fossil fuel output emission rate (lb/MWh),State annual CO2 coal output emission rate (lb/MWh),State annual CO2 oil output emission rate (lb/MWh),State annual CO2 gas output emission rate (lb/MWh),State annual CO2 fossil fuel output emission rate (lb/MWh)
2007,NV,4.0127,-17.6877,0.8041,1.5748,3.8961,-17.6928,0.8282,1.4981,2.3955,-1.4832,0.0097,0.5823,"2,372.82","-1,182.89",946.34,"1,288.72"
2007,NY,2.3497,1.8795,0.5241,1.2018,2.2760,1.7106,0.5006,1.0799,8.7621,4.3811,0.2695,3.2008,"2,081.39","1,494.49","1,062.63","1,408.06"
2007,OH,3.5947,59.7886,0.3318,3.4998,1.9463,45.7179,0.2904,1.8759,14.3388,"1,853.8357",0.0082,14.0223,"2,046.39","72,792.67","1,090.33","2,020.79"
2007,OK,3.5397,37.4548,1.3002,2.5758,3.4669,29.7468,1.2373,2.4194,6.9300,3.1445,0.0672,3.9720,"1,990.75","2,504.85","1,067.26","1,593.56"
2007,OR,4.8939,N/A,0.1594,1.2665,4.9198,N/A,0.1869,1.2341,6.4463,N/A,0.0122,1.5168,"2,210.43",N/A,852.81,"1,170.27"
2007,PA,3.0005,3.2648,0.1918,2.6366,2.0740,2.7199,0.1619,1.7530,16.3918,2.6116,0.0107,14.2068,"1,991.68","1,931.59",956.36,"1,855.42"
2007,RI,N/A,17.2710,0.1516,0.1784,N/A,17.8169,0.1225,0.1390,N/A,4.9261,0.0224,0.0301,N/A,"2,646.94",926.67,929.36
2007,SC,1.8945,13.3756,0.2329,1.7392,1.5015,15.2669,0.2352,1.3293,7.1742,5.3271,0.0093,6.4960,"1,821.91","2,048.78","1,026.61","1,746.70"
2007,SD,8.0949,6.4157,1.0117,7.1793,8.0493,6.2614,0.8004,7.0779,7.2879,2.9572,0.0326,6.3424,"2,377.27","2,373.12","1,490.69","2,263.26"
2007,TN,3.5247,23.5318,0.6030,3.5034,1.5721,23.5273,0.5423,1.5605,7.9700,1.9721,0.0172,7.9078,"2,118.77","1,573.72","1,403.93","2,113.18"
2007,TX,1.6837,3.7344,0.4234,0.9822,1.6780,3.3552,0.4240,0.9504,6.6782,10.4838,0.0098,2.8630,"2,269.92","2,507.01",935.70,"1,506.73"
2007,UT,4.1070,24.7090,0.3813,3.4876,4.1578,24.6602,0.5158,3.5884,1.6010,2.1964,0.0078,1.3359,"2,177.21","1,652.45",912.48,"1,966.79"
2007,VA,3.2585,9.5072,0.4861,2.6848,2.3893,7.8466,0.4676,1.9027,10.1804,16.7540,0.4367,8.1333,"1,986.97","3,066.39","1,069.10","1,795.05"
2007,VT,N/A,0.7201,N/A,0.7201,N/A,0.7161,N/A,0.7161,N/A,0.2538,N/A,0.2538,N/A,330.85,N/A,330.85
2007,WA,2.7451,27.5687,0.3915,1.6917,2.6592,27.6226,0.4218,1.6717,0.4799,2.4386,0.0142,0.2714,"2,358.30","1,843.70",847.34,"1,681.73"
2007,WI,2.5761,0.3857,0.3740,1.9610,2.5087,0.3854,0.4226,1.9288,6.8718,1.8744,0.0226,5.2673,"2,283.55",197.35,985.09,"1,785.90"
2007,WV,3.4057,3.2628,0.6417,3.3958,1.4463,0.0000,0.6271,1.4434,8.8667,9.1948,0.0321,8.8353,"1,999.30","2,247.01","1,378.86","1,997.17"
2007,WY,3.7628,24.9114,1.7447,3.7262,3.6639,24.9225,1.7731,3.6339,4.0229,2.0931,0.0675,3.9504,"2,346.42","1,665.99",768.37,"2,317.56"
2009,AK,6.2035,10.0830,2.1913,4.3633,5.9710,10.1088,2.2585,4.2323,3.9184,4.4331,0.0395,1.4445,"2,229.94","1,494.30","1,229.31","1,405.28"
2009,AL,1.5680,25.6513,0.1008,1.1508,1.4756,25.5964,0.0983,1.0316,8.9572,1.0290,0.0046,6.4058,"2,032.64","1,715.47",897.17,"1,709.36"
2009,AR,2.6093,30.0962,0.2510,1.8883,2.6262,28.1108,0.3171,1.8064,5.4409,1.6766,0.0843,3.8016,"2,145.59","2,082.23",896.65,"1,763.40"
2009,AZ,3.1757,19.1551,0.1846,1.7813,3.1526,19.2012,0.1814,1.5698,1.7937,0.2368,0.0417,0.9768,"2,268.25","1,898.11",899.08,"1,629.92"
2009,CA,0.7468,0.8388,0.2526,0.2744,0.7650,0.8529,0.2104,0.2332,8.8417,0.2677,0.0118,0.2071,"1,813.20","1,798.82",899.71,934.21
2009,CO,3.3509,13.8063,1.5289,2.8047,3.4035,13.8168,1.9172,2.9585,2.9102,0.5995,0.2444,2.1092,"2,318.90","2,302.91","1,004.25","1,923.99"
2009,CT,0.9711,2.3779,0.1734,0.3740,0.6679,2.8753,0.1730,0.2851,1.7160,3.4260,0.0311,0.5272,"1,976.29","2,253.83",872.31,"1,119.50"
2009,DC,N/A,4.5892,N/A,4.5892,N/A,4.0671,N/A,4.0671,N/A,18.5649,N/A,18.5649,N/A,"2,484.69",N/A,"2,484.69"
2009,DE,2.6761,15.9532,1.0088,2.0646,2.7898,15.8912,0.9481,1.8332,11.4090,11.0952,0.0663,7.2408,"2,041.28","6,005.25","1,412.41","1,810.54"
2009,FL,2.1731,1.8852,0.6015,1.1132,1.8648,1.7382,0.6462,1.0275,5.7642,4.8395,0.6279,2.3007,"2,150.78","2,177.00",995.78,"1,379.42"
2009,GA,1.6387,4.1894,0.1192,1.3180,1.5999,4.1401,0.1412,1.2756,7.5764,28.0822,0.0121,6.0318,"2,111.12","1,205.21",880.24,"1,831.55"
2009,HI,0.8593,3.8412,N/A,3.3738,0.8546,3.9915,N/A,3.5102,8.1866,4.8622,N/A,5.2515,"1,805.14","1,571.14",N/A,"1,603.21"
2009,IA,2.2141,16.7743,0.4305,2.1755,2.1838,17.6916,0.3240,2.1320,5.1524,1.5740,0.0103,5.0239,"2,208.00","3,081.33","1,011.02","2,178.73"
2009,ID,5.2726,28.6019,0.2431,0.4968,5.6411,28.5804,0.3058,0.4413,11.5286,1.5506,0.0058,0.5854,"1,204.49","1,912.79",896.02,911.56
2009,IL,1.5980,31.7530,0.5783,1.5526,1.4281,31.6671,0.4863,1.3725,5.3016,2.7731,0.2856,5.0725,"2,243.70","2,275.61",973.65,"2,186.34"
2009,IN,2.0621,0.7054,0.4284,1.9924,2.0004,0.6380,0.5846,1.9305,7.6747,0.0182,0.0089,7.3144,"2,134.85",769.21,"1,011.57","2,077.54"
2009,KS,2.7747,171.9799,3.2721,2.8113,2.7336,188.2063,3.3079,2.7925,3.1649,7.5923,0.0125,2.9441,"2,289.57","11,662.99","1,441.63","2,230.25"
2009,KY,1.8211,63.7214,0.8811,1.8156,1.7484,63.8819,0.7917,1.7423,5.8348,7.9718,0.0195,5.7978,"2,137.89","7,548.67","1,300.06","2,132.60"
2009,LA,2.0215,2.1214,1.2211,1.5295,1.9803,0.9064,1.3055,1.5213,5.6235,10.1047,0.0502,2.2797,"2,175.99","2,593.78",998.18,"1,458.09"
2009,MA,1.4113,1.1453,0.1296,0.5320,1.0263,2.4908,0.1292,0.3857,7.1477,4.9702,0.0759,2.2812,"1,977.55","1,626.92",888.55,"1,227.84"
2009,MD,1.4121,8.1288,0.5330,1.3759,1.4022,24.3331,0.5620,1.3493,16.0774,28.4884,0.0178,15.1221,"2,010.59","2,830.17",966.19,"1,947.67"
2009,ME,N/A,1.9795,0.1325,0.2482,N/A,2.3246,0.1219,0.1944,N/A,7.9249,0.0415,0.5359,N/A,"1,927.40",825.56,829.90
2009,MI,2.4102,5.9309,0.4872,2.2069,2.3476,5.8575,0.3962,2.1241,8.2358,35.7858,0.0412,7.3998,"2,162.71","1,393.76",902.45,"2,021.91"
2009,MN,2.6086,24.6029,0.4096,2.4584,2.5241,31.3914,0.3876,2.3549,3.5235,5.8975,0.0768,3.2791,"2,292.18","2,566.18",989.78,"2,199.63"
2009,MO,1.5578,10.9654,0.3814,1.5137,1.4537,11.0361,0.3838,1.4066,7.0121,0.8707,0.0081,6.7244,"2,173.22","3,021.33",960.43,"2,124.19"
2009,MS,2.1439,0.7811,0.7630,1.4795,2.3797,0.7723,0.9670,1.6611,4.2804,0.0252,0.0098,2.2255,"1,972.76",817.52,957.38,"1,484.11"
2009,MT,2.6995,0.8300,11.7074,2.6848,2.5484,0.6168,11.7175,2.5330,2.8009,52.2976,0.1547,4.2556,"2,395.76","1,885.79","1,245.66","2,375.44"
2009,NC,1.2422,39.6435,0.4469,1.1982,1.2247,38.0344,0.5053,1.1635,3.4707,4.7862,0.0256,3.2744,"1,991.41","3,684.61","1,244.17","1,948.88"
2009,ND,4.2547,1.3903,-0.6065,4.2485,4.2959,1.3456,-0.6040,4.2881,8.8530,0.2917,-0.0070,8.8344,"2,371.17","1,058.11",-256.86,"2,368.31"
2009,NE,3.9917,9.8546,0.8610,3.9598,3.2102,8.8342,0.8350,3.1723,6.4906,0.4627,0.0359,6.4179,"2,344.64","1,756.26","1,309.76","2,333.12"
2009,NH,2.0747,2.8724,0.0771,0.8764,1.9874,2.7755,0.0779,0.8243,20.1565,10.3139,0.0048,7.6604,"2,011.64","2,125.63",884.09,"1,327.60"
2009,NJ,1.8900,4.9367,0.2427,0.5860,2.0371,4.8702,0.2266,0.5239,4.6049,0.5927,0.0128,0.9503,"2,203.32","2,531.51",909.36,"1,175.82"
2009,NM,4.4172,12.9873,0.5469,3.5346,4.4209,12.8285,0.5674,3.4879,1.3205,0.6828,0.0063,1.0208,"2,166.91","2,735.97","1,042.88","1,910.58"
2009,NV,2.8122,-11.9383,0.3791,0.9290,2.8008,-11.9421,0.3913,0.8356,2.0818,-0.3001,0.0070,0.4756,"2,219.91",-798.39,895.80,"1,194.92"
2009,NY,2.1125,2.8403,0.4292,0.8558,2.2593,3.1189,0.4118,0.8304,5.9370,6.0637,0.2281,1.6368,"2,067.28","1,535.54","1,027.13","1,273.80"
2009,OH,1.7398,3.6748,0.1701,1.6811,1.6270,3.6940,0.1471,1.5475,10.7512,2.1162,0.0059,10.3290,"2,058.90","5,011.31",984.42,"2,019.55"
2009,OK,3.3296,-0.5045,1.0302,2.2777,3.3272,-0.4856,1.0750,2.2121,5.3494,-0.0524,0.0064,2.9048,"2,155.54",-34.24,"1,017.82","1,635.11"
2009,OR,4.1003,N/A,0.1851,0.8309,4.0782,N/A,0.2434,0.6621,6.9102,N/A,0.0442,1.1769,"2,065.27",N/A,840.77,"1,042.77"
2009,PA,2.1341,3.8310,0.1074,1.7075,1.9573,2.8164,0.1018,1.5009,11.7077,4.6341,0.0104,9.1749,"2,033.94","1,834.34",902.11,"1,791.10"
2009,RI,N/A,15.3763,0.1516,0.1730,N/A,15.3727,0.1496,0.1557,N/A,0.1168,0.0087,0.0088,N/A,"1,851.57",911.90,913.22
2009,SC,1.2516,153.1472,0.2980,1.0351,1.2247,705.0311,0.2782,0.9629,5.6464,41.2169,0.8829,4.5573,"2,099.16","17,402.43",992.64,"1,846.23"
2009,SD,7.6452,15.6327,0.8830,7.4890,7.5980,12.9686,0.4598,7.2946,7.4129,1.7158,0.0067,7.2326,"2,244.74","2,792.17","1,262.95","2,221.66"
2009,TN,1.3681,23.6584,0.7046,1.3648,1.2447,23.6419,0.6300,1.2402,5.1778,1.2770,0.1201,5.1422,"2,027.52","1,577.08","1,502.96","2,023.82"
2009,TX,1.5910,3.2540,0.5006,0.9761,1.6182,3.0265,0.4975,0.9334,6.3568,6.4871,0.0098,2.7213,"2,208.90","2,775.73",930.45,"1,480.33"
2009,UT,3.5183,24.0290,0.3024,3.0258,3.4578,23.9678,0.3343,2.9762,1.3802,3.3100,0.0081,1.1699,"2,097.49","1,606.97",864.51,"1,908.51"
2009,VA,1.8838,6.6212,0.3619,1.4778,1.8489,3.8758,0.3290,1.3521,6.7105,1.1027,0.1929,4.9432,"1,997.35","1,817.38","1,003.20","1,728.53"
2009,VT,N/A,7.9612,N/A,7.9612,N/A,11.4995,N/A,11.4995,N/A,2.7739,N/A,2.7739,N/A,"2,816.80",N/A,"2,816.80"
2009,WA,2.6065,27.8314,0.2834,1.2118,2.6611,27.7160,0.2917,1.0469,0.9052,2.3204,0.0142,0.3701,"2,443.48","1,861.27",859.61,"1,492.21"
2009,WI,1.7733,1.5984,0.2003,1.5816,1.7035,1.2621,0.2358,1.5295,5.7813,3.8023,0.0159,5.0704,"2,227.59","2,130.45",895.40,"2,065.60"
2009,WV,1.0929,2.0687,1.7873,1.0938,1.0319,2.2148,2.2298,1.0330,5.2129,0.2387,3.6683,5.2104,"2,081.25","1,691.01","1,635.21","2,080.71"
2009,WY,3.2682,25.3668,1.6497,3.2428,3.2191,25.4372,1.9619,3.2025,3.6900,2.1300,0.0580,3.6320,"2,302.89","1,696.44",711.42,"2,277.48"
2010,AK,6.4899,10.5180,2.1240,4.1173,6.0492,10.5669,2.1773,3.8706,3.6533,0.2607,0.0368,0.5036,"2,201.05","1,447.00","1,226.93","1,380.77"
2010,AL,1.7471,23.7961,0.1017,1.2460,1.6602,23.8076,0.0991,1.1370,5.7411,0.7632,0.0046,3.9894,"2,014.87","1,591.40",897.24,"1,673.71"
2010,AR,2.5697,-0.0785,0.2781,1.8734,2.6817,0.0000,0.3127,1.7921,4.7700,-0.0811,0.0213,3.3270,"2,158.68",-74.88,927.15,"1,784.46"
2010,AZ,2.6833,18.4727,0.1288,1.6699,2.6538,17.4767,0.1291,1.5026,1.6677,0.8535,0.0048,1.0078,"2,172.05","2,860.72",890.99,"1,663.74"
2010,CA,0.7772,0.8593,0.2176,0.2408,0.7821,0.8604,0.2379,0.2627,9.5487,0.2731,0.0098,0.2104,"1,776.76","1,825.71",867.67,901.50
2010,CO,3.1891,16.6657,0.7191,2.6138,3.1837,12.6291,0.6007,2.5738,2.7905,1.9133,0.0065,2.1406,"2,319.85","3,220.39","1,036.08","2,020.30"
2010,CT,1.0056,2.1260,0.2035,0.4029,1.0268,1.9668,0.2430,0.4624,1.5448,2.8949,0.0339,0.4396,"1,996.08","2,115.95",895.88,"1,129.65"
2010,DC,N/A,3.8209,N/A,3.8209,N/A,3.7934,N/A,3.7934,N/A,8.9021,N/A,8.9021,N/A,"2,265.29",N/A,"2,265.29"
2010,DE,2.6685,10.2261,0.3776,1.6312,2.6149,14.4501,0.3706,1.4737,9.8910,18.7939,0.0083,5.4144,"2,001.59","7,528.71","1,005.64","1,550.76"
2010,FL,1.4792,1.2140,0.5056,0.8238,1.3345,1.1422,0.5398,0.7932,3.2576,1.8872,0.6206,1.4679,"2,141.84","2,198.70",988.27,"1,373.49"
2010,GA,1.6121,4.3937,0.1391,1.2744,1.4877,4.3035,0.1646,1.1459,6.0103,34.4471,0.0061,4.7373,"2,104.47","1,241.96",912.59,"1,812.36"
2010,HI,0.8538,3.7395,N/A,3.2744,0.9597,3.8036,N/A,3.3516,8.6983,3.4607,N/A,4.1870,"2,006.89","1,557.22",N/A,"1,623.54"
2010,IA,2.2120,16.1286,1.0654,2.1887,2.1854,15.3696,0.7790,2.1241,5.4676,1.8685,0.0162,5.3177,"2,210.52","2,817.28","1,128.67","2,181.52"
2010,ID,6.2582,28.4982,0.1783,0.4959,6.3263,27.6831,0.2466,0.5026,15.1323,1.6586,0.0052,0.7924,"1,373.92","1,905.86",867.92,894.29
2010,IL,1.6244,31.2705,0.5114,1.6317,1.4311,28.1502,0.4245,1.3966,4.9506,1.6665,0.2713,4.6637,"2,236.86","2,286.99",963.06,"2,161.77"
2010,IN,2.1568,0.5001,0.2217,2.0359,2.1584,0.4854,0.2394,2.0208,7.4138,0.0207,0.0068,6.9117,"2,151.94",743.65,990.52,"2,067.06"
2010,KS,2.8513,221.1326,2.6322,2.8408,2.8309,32.8093,2.6111,2.8137,2.7528,6.0420,0.0116,2.5939,"2,333.41","15,111.99","1,481.68","2,284.16"
2010,KY,1.9463,24.2530,0.6497,1.9333,1.9260,24.2213,0.6012,1.9049,5.7655,0.8184,0.0124,5.7057,"2,146.39","1,621.96","1,337.85","2,137.99"
2010,LA,1.8550,1.8431,2.0132,1.9539,1.8448,1.6835,2.1005,2.0122,6.9795,9.1879,0.0542,2.5930,"2,170.30","2,518.11",993.93,"1,428.70"
2010,MA,1.5325,2.3853,0.1563,0.5050,1.3991,2.1467,0.1847,0.4504,8.6556,4.1341,0.0209,2.1597,"1,984.43","1,834.09",900.63,"1,171.15"
2010,MD,1.5333,9.3602,0.7164,1.4911,1.5212,8.0122,0.7349,1.4579,2.5348,13.5622,0.0423,2.3781,"2,150.18","2,862.63","1,138.49","2,081.62"
2010,ME,N/A,2.4578,0.1120,0.1629,N/A,2.4992,0.1035,0.1604,N/A,9.5340,0.0041,0.2111,N/A,"2,288.61",772.84,805.76
2010,MI,2.3661,6.3414,0.4627,2.0829,2.2968,6.0672,0.4379,1.9439,7.4469,31.2268,0.0338,6.3618,"2,184.25","1,698.81",899.90,"1,986.29"
2010,MN,2.3069,20.4227,0.3518,2.0844,2.2772,18.2369,0.3717,1.9841,3.1225,1.2287,0.0078,2.7610,"2,249.81","2,258.23",972.14,"2,101.71"
2010,MO,1.6275,9.4358,0.3323,1.5621,1.6264,7.1449,0.3438,1.5338,6.5686,1.0216,0.0069,6.2248,"2,181.79","4,177.46",954.73,"2,118.33"
2010,MS,2.1476,4.9379,0.7806,1.3858,2.2854,5.1217,0.8976,1.4712,5.6775,5.4652,0.0374,2.5343,"1,976.02","2,597.07",969.92,"1,415.32"
2010,MT,2.4323,1.1712,3.0127,2.4086,2.3920,1.1582,5.7062,2.3832,2.3429,49.0736,0.0147,3.3095,"2,342.58","1,884.90","1,142.70","2,327.42"
2010,NC,1.4147,40.6936,0.3286,1.3043,1.4104,38.4076,0.4004,1.2794,3.3360,4.8497,0.0141,2.9929,"1,975.15","3,698.63","1,053.62","1,880.01"
2010,ND,3.8899,1.3578,-86.0568,3.8851,3.7130,1.3490,0.0000,3.7075,8.8126,0.2324,-0.9093,8.7963,"2,379.23","1,095.38","-36,445.64","2,376.79"
2010,NE,3.2261,29.0902,0.8899,3.1976,3.1807,23.0371,0.8261,3.1188,5.5415,0.9270,0.0219,5.4697,"2,254.40","3,054.64","1,306.69","2,242.17"
2010,NH,2.5696,1.7444,0.0767,1.0870,2.5575,1.6669,0.0759,1.0459,21.2841,2.9564,0.0046,8.3221,"1,980.88","1,883.22",884.33,"1,335.95"
2010,NJ,1.7554,2.4358,0.2535,0.5972,1.8394,3.6895,0.2916,0.6431,4.1978,0.6259,0.0114,0.9232,"2,134.40","1,719.39",893.79,"1,178.68"
2010,NM,4.4902,1.8224,0.7115,3.5513,4.4117,1.6931,0.7833,3.5081,1.2872,0.0791,0.0069,0.9690,"2,191.93",307.17,"1,092.73","1,918.77"
2010,NV,2.6849,-3.9270,0.3621,0.8935,2.6936,0.0000,0.3881,0.8690,2.2342,-0.0332,0.0072,0.5164,"2,253.56",-265.26,894.94,"1,205.65"
2010,NY,2.1074,2.4333,0.3985,0.8068,1.9852,2.2750,0.4527,0.8030,6.5203,3.2555,0.1232,1.5811,"2,075.17","1,527.66","1,032.41","1,269.80"
2010,OH,1.8325,4.8421,0.1787,1.7409,1.8550,5.2881,0.2163,1.7442,9.9648,2.8943,0.0062,9.3830,"2,052.89","6,077.93","1,012.63","1,994.85"
2010,OK,3.3781,30.1455,1.1075,2.3355,3.4247,35.1769,1.0814,2.2336,5.0720,1.6449,0.0068,2.7462,"2,114.27","2,016.03","1,068.96","1,634.28"
2010,OR,4.3371,N/A,0.1244,1.0028,4.3250,N/A,0.1480,1.0150,7.5775,N/A,0.0073,1.5857,"2,090.84",N/A,842.90,"1,103.11"
2010,PA,2.3137,3.2007,0.1134,1.8224,2.3279,3.1611,0.1098,1.7870,7.3584,1.6819,0.0320,5.6614,"2,081.04","1,696.14",895.54,"1,810.53"
2010,RI,N/A,15.7246,0.1551,0.1773,N/A,15.7242,0.1424,0.1650,N/A,1.7913,0.0050,0.0076,N/A,"1,893.52",926.78,928.16
2010,SC,1.4579,48.7328,0.3143,1.1930,1.5285,43.0933,0.3211,1.2014,5.1036,13.4500,0.9227,4.1259,"2,138.25","5,621.79",996.44,"1,871.30"
2010,SD,7.7684,20.0022,0.7909,7.5005,7.6033,16.3821,0.5852,6.9871,7.7772,1.7142,0.0069,7.4695,"2,302.28","3,555.65","1,353.02","2,265.64"
2010,TN,1.4382,31.0250,0.3241,1.3915,1.4816,31.0182,0.4787,1.4353,5.4695,2.8787,0.0052,5.2340,"2,075.57","2,074.84",979.40,"2,028.35"
2010,TX,1.5317,5.6521,0.3929,0.9159,1.4972,4.9200,0.3939,0.8710,6.0779,5.0871,0.0094,2.7175,"2,277.34","2,532.51",934.02,"1,536.17"
2010,UT,3.6397,12.5842,0.2008,3.1004,3.5753,12.4425,0.2312,3.0924,1.5045,0.9680,0.0053,1.2662,"2,095.25",925.09,842.78,"1,895.64"
2010,VA,2.3970,5.6073,0.3787,1.6785,2.3675,5.7509,0.3944,1.5940,6.5989,0.3015,0.2188,4.2960,"2,032.19","1,725.42","1,034.78","1,673.47"
2010,VT,N/A,6.4139,N/A,6.4139,N/A,7.2240,N/A,7.2240,N/A,0.1163,N/A,0.1163,N/A,"2,653.57",N/A,"2,653.57"
2010,WA,2.6489,31.9292,0.2669,1.3671,2.5614,32.4018,0.2901,1.2551,0.5972,3.5878,0.0120,0.2823,"2,462.30","2,135.32",860.70,"1,600.34"
2010,WI,1.6424,1.2397,0.2679,1.4840,1.5856,1.1008,0.2831,1.4044,5.6423,3.1445,0.0097,4.9879,"2,298.77","2,115.10",930.23,"2,142.32"
2010,WV,1.3541,N/A,1.2370,1.3539,1.4304,N/A,0.9533,1.4292,2.8156,N/A,2.0760,2.8145,"2,026.72",N/A,"1,565.37","2,026.03"
2010,WY,2.9228,2.7764,1.5948,2.9027,2.8453,3.2180,1.6298,2.8297,3.1516,0.1224,0.0127,3.1034,"2,321.32",937.84,685.79,"2,296.24"
2012,AK,6.2822,10.1293,2.3918,4.3976,6.0240,10.2376,2.6417,4.7388,3.5740,2.0779,0.0384,0.8940,"2,165.01","1,397.86","1,271.23","1,412.17"
2012,AL,1.6161,23.6582,0.0859,0.9121,1.6960,23.6454,0.0906,0.9623,4.7515,1.5179,0.0045,2.5641,"2,055.18","1,582.18",872.01,"1,510.09"
2012,AR,2.2787,N/A,0.3026,1.5414,2.3031,N/A,0.3605,1.5104,5.3753,N/A,0.0062,3.3720,"2,276.17",N/A,889.82,"1,758.91"
2012,AZ,2.2638,10.5909,0.1946,1.3820,2.3038,10.8536,0.1933,1.2467,1.0160,4.8284,0.0299,0.5958,"2,208.70","5,160.18",929.46,"1,663.53"
2012,CA,0.8882,0.9293,0.2177,0.2326,0.9439,0.9522,0.2403,0.2543,10.5614,2.6882,0.0088,0.1495,"1,739.06","1,514.02",888.87,911.46
2012,CO,2.6085,32.6167,1.0937,2.2674,2.5546,33.2129,1.4310,2.2575,2.3637,6.3412,0.0712,1.8460,"2,229.63","5,640.95",974.23,"1,946.72"
2012,CT,2.1404,3.0681,0.1678,0.2030,2.1291,3.0499,0.1800,0.2218,2.9088,2.4344,0.0158,0.0797,"3,146.57","2,230.45",851.59,883.08
2012,DC,N/A,4.4605,0.7820,1.2636,N/A,4.9743,0.7820,1.4885,N/A,4.7228,0.0292,0.6437,N/A,"2,814.90",993.55,"1,232.02"
2012,DE,1.2031,20.8192,0.4310,0.5645,1.1097,13.9596,0.4629,0.5923,4.3408,28.4888,0.0218,0.7674,"2,130.91","11,943.58","1,089.58","1,265.95"
2012,FL,1.5649,15.0849,0.3580,0.6361,1.6070,20.3413,0.3796,0.6681,3.0785,0.8357,0.1944,0.8567,"2,194.45","3,655.66",905.55,"1,229.16"
2012,GA,1.6189,3.9903,0.1064,0.8803,1.3063,3.9169,0.1229,0.7392,4.9562,29.4244,0.0262,2.6500,"2,298.13","1,114.76",884.05,"1,587.06"
2012,HI,0.9758,3.6081,N/A,3.1582,0.9499,3.5397,N/A,3.0832,10.5067,4.4450,N/A,5.3254,"2,046.37","1,515.20",N/A,"1,599.49"
2012,IA,2.0090,15.1017,0.9368,1.9745,2.0014,14.5065,0.9115,1.9318,5.3792,1.1924,0.0925,5.1337,"2,168.37","2,659.11","1,135.38","2,133.41"
2012,ID,6.0596,32.3356,0.2840,0.4075,6.0598,33.2707,0.2383,0.2870,4.6053,2.2412,0.1307,0.2262,"1,138.51","2,162.49",892.83,898.08
