Year,State abbreviation,State annual NOx emissions (tons),State annual SO2 emissions (tons),State annual CO2 emissions (tons),State annual CH4 emissions (tons),State annual N2O emissions (tons)
2007,ND,"70,571.12","136,593.54","34,823,011.7",376.8074697,559.6704298
2007,NE,"41,524.21","69,056.19","23,500,501.1",272.7735531,389.6433595
2007,NH,"7,487.45","46,087.49","7,708,904.4",723.5105859,165.5453526
2007,NJ,"22,884.17","83,492.76","21,937,504.2",748.4784099,271.1569187
2007,NM,"71,867.08","26,671.84","32,184,310.5",395.6905714,492.7086842
2007,NV,"23,271.91","8,729.85","19,065,644.6",304.9544707,164.3144769
2007,NY,"56,370.11","149,310.54","54,445,374.0",1932.766077,613.5978257
2007,OH,"242,376.03","969,967.97","139,768,179.9",1676.429451,2351.469189
2007,OK,"89,987.43","139,046.97","55,557,232.3",808.0204748,681.3313717
2007,OR,"14,113.19","17,435.97","11,312,850.0",476.3873278,138.6496411
2007,PA,"203,951.36","1,061,288.19","136,409,270.4",2696.548056,2258.375675
2007,RI,833.07,103.70,"3,201,967.8",63.5277622,6.4481169
2007,SC,"49,266.61","178,222.87","46,911,223.2",828.550642,798.8396266
2007,SD,"11,017.68","9,733.34","3,473,323.0",41.9154524,54.2694409
2007,TN,"107,690.44","242,422.34","64,538,994.0",844.9904852,1108.651244
2007,TX,"173,904.08","504,628.00","265,054,368.6",3855.743594,3008.826779
2007,UT,"77,979.80","30,034.69","43,912,103.2",530.9930186,695.8831573
2007,VA,"73,911.33","217,183.74","44,590,344.3",1406.463981,761.245399
2007,VT,666.42,43.95,"10,931.7",219.3037059,29.24600065
2007,WA,"16,275.15","6,668.71","13,865,412.3",526.8021736,232.0395524
2007,WI,"59,484.91","149,948.83","50,429,615.4",853.4441805,843.0081321
2007,WV,"157,074.51","408,683.13","92,380,022.6",1051.73976,1566.6394
2007,WY,"82,113.08","87,049.01","51,071,363.4",582.8328462,863.0426797
2009,AK,"11,718.53","3,879.54","3,774,145.9",88.886935,23.43882985
2009,AL,"53,140.26","283,315.68","74,601,803.6",1353.011227,1135.373408
2009,AR,"35,714.86","72,406.12","31,963,586.1",564.3091265,499.8196521
2009,AZ,"66,552.64","36,401.55","60,723,571.3",866.169948,798.3966173
2009,CA,"20,492.48","14,421.68","56,970,357.6",3177.554318,458.8472119
2009,CO,"63,937.49","48,082.10","43,860,031.0",548.6240512,632.6250821
2009,CT,"5,690.46","5,866.82","8,999,870.2",966.6494601,164.1602253
2009,DC,81.46,329.52,"44,102.0",1.8931467,0.37873785
2009,DE,"4,955.89","17,381.14","4,346,095.6",63.5430769,56.42692795
2009,FL,"111,558.36","239,269.49","130,022,132.3",4276.361283,1525.343857
2009,GA,"61,342.36","276,827.50","82,749,718.1",1232.09053,1321.820516
2009,HI,"18,232.47","27,119.72","8,406,967.2",515.8325288,108.6658429
2009,IA,"42,073.50","97,161.18","42,136,386.8",479.5975067,693.3850972
2009,ID,730.37,"1,109.12","783,953.6",70.1614142,13.49802725
2009,IL,"73,497.87","239,970.95","103,507,698.5",1183.158979,1684.331249
2009,IN,"114,151.71","418,723.82","118,680,323.3",1386.563844,1966.994302
2009,KS,"49,243.20","51,569.92","39,065,904.3",450.2750488,623.6987647
2009,KY,"79,029.18","252,359.37","92,703,424.4",1071.157975,1568.746398
2009,LA,"54,985.36","86,194.68","51,332,669.8",1026.867394,556.816832
2009,MA,"15,675.96","40,207.48","21,739,282.0",1439.080987,328.1728086
2009,MD,"19,679.37","203,945.49","26,964,632.6",670.3112537,474.3281581
2009,ME,"4,679.56","5,154.75","4,089,534.5",1217.306761,172.830174
2009,MI,"86,599.39","283,960.82","77,156,752.1",1544.137418,1315.963582
2009,MN,"43,818.79","55,021.58","36,304,500.6",1257.125897,686.6030555
2009,MO,"56,905.80","252,787.18","79,853,871.2",902.3255176,1303.673241
2009,MS,"27,666.63","42,707.73","26,850,945.4",508.0799526,316.8810516
2009,MT,"21,794.50","34,572.57","19,215,376.8",228.0983508,321.4666894
2009,NC,"42,877.58","116,154.68","68,184,115.1",1044.117953,1159.664555
2009,ND,"63,118.12","131,243.91","35,183,688.0",378.9839063,564.9938891
2009,NE,"46,893.00","76,000.19","27,628,729.9",308.1827128,457.134479
2009,NH,"4,838.85","34,984.43","6,056,352.6",722.5925294,145.5478107
2009,NJ,"9,968.39","14,707.58","16,987,375.7",698.5824365,178.2447591
2009,NM,"66,858.87","19,302.01","36,128,703.5",442.9452527,540.9617783
2009,NV,"15,531.54","8,090.14","20,001,091.4",320.872328,163.062086
2009,NY,"28,115.73","50,183.95","38,793,383.0",1603.514536,409.5110523
2009,OH,"101,028.63","619,785.16","121,180,576.3",1435.415573,2009.217448
2009,OK,"78,261.19","99,714.45","56,107,267.0",807.6907188,684.7064482
2009,OR,"8,887.48","11,655.20","10,303,758.5",427.317276,105.3430731
2009,PA,"121,388.41","634,989.77","125,167,126.7",2674.178171,2045.307644
2009,RI,652.81,33.38,"3,446,244.9",67.77199245,6.8415969
2009,SC,"25,120.25","105,727.36","41,282,885.7",724.3286629,671.3974435
2009,SD,"12,518.19","12,089.59","3,713,619.3",41.95667445,61.00627915
2009,TN,"29,393.87","109,739.73","42,709,729.7",542.1444636,730.6999981
2009,TX,"163,465.82","455,494.95","247,380,012.6",3551.375555,2791.336008
2009,UT,"63,931.94","24,923.97","40,307,267.9",484.845269,643.5870267
2009,VA,"32,322.18","98,204.98","34,844,682.3",1307.614031,597.5550213
2009,VT,370.28,36.65,"7,907.1",193.594464,25.82199295
2009,WA,"13,156.04","4,789.44","14,962,326.0",541.7518103,223.0131349
2009,WI,"36,357.70","112,431.00","45,533,964.7",732.9785795,748.3196269
2009,WV,"37,405.94","178,181.53","71,154,277.3",797.169878,1193.814778
2009,WY,"69,351.61","77,670.77","48,707,247.0",542.3945846,806.091457
2010,AK,"10,938.14","1,337.80","3,668,215.6",82.78126215,21.7442106
2010,AL,"66,622.21","209,590.23","85,715,048.6",1496.951535,1270.320087
2010,AR,"39,423.06","70,842.77","36,164,186.1",622.2938375,559.9436834
2010,AZ,"61,480.17","37,021.35","61,050,565.5",862.2155716,843.1353159
2010,CA,"17,579.95","13,726.92","52,220,430.3",3136.112313,451.745238
2010,CO,"59,701.07","48,893.16","46,144,407.7",564.5387722,691.9305388
2010,CT,"6,107.73","5,463.70","10,253,243.4",992.0034293,170.0019589
2010,DC,381.82,889.58,"226,368.4",9.73229435,1.94701675
2010,DE,"4,551.24","15,107.28","4,326,901.8",63.76820815,58.0093989
2010,FL,"92,384.69","175,571.78","140,801,771.3",4472.460645,1668.853425
2010,GA,"64,109.32","236,463.00","88,428,450.5",1362.31043,1398.542969
2010,HI,"18,088.29","21,402.83","8,356,670.1",500.6320305,108.8328209
2010,IA,"46,871.57","113,880.84","46,718,005.7",535.0070705,768.4643547
2010,ID,733.98,"1,267.85","793,345.7",73.35750545,13.8506994
2010,IL,"81,514.56","232,967.64","107,988,153.3",1238.398533,1748.82334
2010,IN,"123,751.71","419,876.66","125,300,699.5",1472.528234,2057.654784
2010,KS,"49,566.37","45,257.35","39,853,473.1",457.2024184,639.9901436
2010,KY,"92,165.97","272,033.30","101,776,482.9",1184.313886,1714.147469
2010,LA,"81,650.26","112,313.06","58,043,121.0",1206.890063,598.685637
2010,MA,"16,206.00","43,043.41","22,829,787.4",1454.607981,315.844034
2010,MD,"21,731.66","34,508.33","29,435,319.8",738.2996386,506.4214491
2010,ME,"4,676.07","4,892.91","4,110,254.7",1207.949262,173.1032897
2010,MI,"84,762.09","253,278.56","78,302,919.0",1568.550395,1313.473905
2010,MN,"38,030.18","46,864.13","34,938,226.7",1303.907277,661.8308516
2010,MO,"62,419.34","248,739.78","84,647,824.2",960.2814169,1373.785711
2010,MS,"30,663.49","56,675.49","30,615,271.3",563.6011793,331.569297
2010,MT,"23,004.30","31,607.98","22,228,592.4",246.5109508,368.2926867
2010,NC,"54,538.31","123,403.67","76,432,458.8",1166.28834,1275.307613
2010,ND,"55,465.94","125,576.20","33,931,163.2",365.7636732,545.0446218
2010,NE,"38,001.58","65,002.36","26,646,390.3",297.4025675,440.20581
2010,NH,"5,882.45","38,441.83","6,178,537.5",726.4054124,148.8281281
2010,NJ,"10,857.95","17,100.88","20,279,670.9",743.5662865,206.0179869
2010,NM,"60,817.45","16,576.43","32,828,620.2",407.2141741,483.2288853
2010,NV,"13,716.25","8,068.82","18,532,489.6",296.5233252,153.8448355
2010,NY,"29,682.22","54,626.86","43,255,846.7",1669.466231,436.983163
2010,OH,"110,770.95","595,525.49","126,605,522.9",1578.929129,2089.284
2010,OK,"76,560.04","90,317.68","53,474,671.9",773.6759758,634.4528407
2010,OR,"10,761.32","15,973.27","11,112,587.0",436.5611317,120.4844614
2010,PA,"136,940.19","420,696.93","134,692,699.6",2774.952114,2152.303192
2010,RI,673.13,28.71,"3,524,651.0",69.26766785,6.983454
2010,SC,"31,229.71","106,152.84","45,600,605.9",792.2551184,743.5355382
2010,SD,"12,897.43","12,844.12","3,895,860.1",44.0533824,63.31044185
2010,TN,"32,659.61","122,116.65","46,817,471.5",593.5169101,786.8683501
2010,TX,"156,493.51","463,923.55","261,563,593.8",3715.654706,3039.973385
2010,UT,"63,268.33","26,054.71","38,664,161.7",465.8657053,616.6002316
2010,VA,"40,080.56","96,676.48","37,871,435.6",1352.171088,608.0702909
2010,VT,326.75,32.46,"9,510.7",211.1197718,28.1658517
2010,WA,"14,444.51","4,131.33","15,516,229.8",625.0454805,256.104516
2010,WI,"36,012.24","117,717.52","50,101,006.6",865.8538354,837.7972475
2010,WV,"53,129.94","110,445.10","79,503,716.3",892.1296206,1335.540335
2010,WY,"63,537.87","67,927.83","50,262,255.0",559.5983287,832.5434759
2012,AK,"11,728.39","2,384.25","3,766,232.7",85.09484495,23.07837027
2012,AL,"49,346.43","137,191.46","76,372,600.9",1472.351536,1020.887823
2012,AR,"37,359.33","82,001.39","40,020,363.7",781.0337489,622.2608775
2012,AZ,"49,017.27","21,055.10","58,602,854.8",862.106706,794.2573609
2012,CA,"18,268.77","17,622.66","57,165,609.7",3298.297379,447.1229178
2012,CO,"51,081.16","41,588.09","43,843,974.1",531.9578911,660.3314215
2012,CT,"4,385.74","19,617.59","9,332,621.5",1004.933973,132.0813501
2012,DC,45.36,23.10,"44,221.2",1.183626589,0.175190433
2012,DE,"2,412.33","3,279.30","5,424,329.7",92.18688429,39.12020931
2012,FL,"72,573.66","142,273.76","125,651,562.0",4374.312007,1345.391906
2012,GA,"38,558.19","115,772.35","65,893,467.8",1201.754113,902.1788253
2012,HI,"15,333.42","25,283.44","7,699,913.5",440.4928303,99.80366885
2012,IA,"36,946.08","96,060.26","39,703,157.9",457.3056656,650.8270998
2012,ID,649.87,776.63,"885,058.9",71.6833307,13.31266605
2012,IL,"58,676.99","167,044.47","98,493,066.0",1142.411481,1548.281564
2012,IN,"106,788.30","280,009.33","109,335,741.6",1322.537622,1738.010968
2012,KS,"34,307.96","32,927.81","35,312,851.8",410.0570814,556.977051
2012,KY,"80,461.03","186,531.72","93,278,019.4",1085.553686,1557.691574
2012,LA,"57,596.35","94,601.58","59,664,031.3",1202.117646,581.5597901
2012,MA,"11,083.45","27,474.68","16,287,831.5",1436.201794,225.2041316
2012,MD,"17,762.97","33,960.21","22,269,423.2",638.3079376,359.7574369
2012,ME,"4,536.44","9,937.79","4,056,809.3",975.753937,138.9428489
2012,MI,"71,122.96","204,752.48","71,154,710.4",1513.659628,1123.976822
2012,MN,"30,490.58","29,425.86","30,282,137.1",1191.053756,556.2648737
2012,MO,"72,777.44","148,577.63","79,170,368.7",908.7325034,1281.485017
2012,MS,"20,935.08","39,046.53","26,741,087.0",595.0030306,222.6111908
2012,MT,"18,086.67","25,992.63","17,863,470.4",200.406696,291.6579535
2012,NC,"48,807.76","60,973.29","61,760,659.6",1334.933943,985.3989776
2012,ND,"48,794.93","86,794.80","33,454,500.2",359.8349051,537.153013
2012,NE,"28,440.45","63,840.56","28,008,190.7",314.439995,459.2599192
2012,NH,"3,598.88","3,324.05","4,920,946.3",720.6595817,117.7360543
2012,NJ,"6,494.48","12,195.68","16,860,463.9",718.3873606,143.7603967
2012,NM,"60,305.34","16,564.06","32,310,828.2",400.3662821,476.3897902
2012,NV,"9,756.65","4,876.18","16,119,342.4",275.6008428,100.664263
2012,NY,"23,118.18","34,220.30","38,169,117.1",1662.080357,280.8850099
2012,OH,"87,353.25","348,748.84","104,821,036.4",1322.565144,1591.383366
2012,OK,"68,415.01","78,711.17","53,328,418.3",794.5358889,612.8757927
2012,OR,"4,522.92","14,399.06","7,896,254.3",332.6571963,93.21392571
2012,PA,"133,396.37","279,451.59","118,496,909.6",2646.508739,1743.208038
2012,RI,762.17,35.62,"3,768,286.1",74.13726824,7.486495198
2012,SC,"21,243.79","54,472.96","37,176,847.9",842.1199812,598.673954
2012,SD,"10,849.69","12,403.15","3,358,271.8",38.66351872,53.65428042
2012,TN,"23,869.57","69,210.21","42,463,377.1",563.3583585,671.4869676
2012,TX,"150,149.67","410,195.38","258,352,875.5",3835.932686,2811.945928
2012,UT,"51,961.45","23,116.61","35,475,233.4",435.8666229,551.855788
2012,VA,"24,925.47","41,121.56","28,892,649.6",1219.153167,405.6093018
2012,VT,196.71,60.10,"13,780.1",170.5421549,22.77099639
2012,WA,"6,848.53","6,357.58","7,342,211.5",446.1327548,140.4228539
2012,WI,"27,372.34","71,901.90","43,242,292.9",903.7440064,700.5955426
2012,WV,"50,578.41","88,849.23","72,352,646.6",811.2653113,1213.749701
2012,WY,"49,592.64","50,386.32","52,023,827.5",579.8069384,859.8028633
2014, AK ," 9,998 "," 1,909 "," 2,407,768 ",60.898902,9.4839405
2014, AL ," 46,135 "," 109,699 "," 71,737,974 ",2995.816371,435.9780535
2014, AR ," 35,783 "," 70,515 "," 36,121,948 ",1922.447795,282.395735
2014, AZ ," 44,846 "," 20,512 "," 55,150,616 ",2564.901721,368.6590215
2014, CA ," 20,916 "," 4,839 "," 49,690,677 ",1515.164939,185.457348
2014, CO ," 38,454 "," 24,729 "," 38,914,777 ",1929.627113,278.2425875
2014, CT ," 6,267 "," 1,662 "," 8,216,125 ",509.271815,66.31017
2014, DC , -   , 0 ," 36,365 ",0.3426065,0.0342605
2014, DE ," 2,079 ", 752 ," 3,604,784 ",86.2353725,11.4500805
2014, FL ," 67,676 "," 92,755 "," 114,680,994 ",4698.896806,648.423783
2014, GA ," 36,392 "," 68,273 "," 63,098,760 ",3014.661145,451.0312245
2014, HI ," 17,738 "," 34,058 "," 6,196,954 ",327.5356825,50.638683
2014, IA ," 30,962 "," 67,400 "," 34,780,467 ",1947.498501,282.9462855
2014, ID ," 15,575 ", 958 ," 1,010,180 ",35.5256475,5.8255
2014, IL ," 44,868 "," 135,156 "," 91,387,609 ",5067.348238,736.084555
2014, IN ," 102,447 "," 266,676 "," 103,453,818 ",5534.93829,803.913109
2014, KS ," 25,152 "," 28,640 "," 32,007,656 ",1735.614116,252.0687255
2014, KY ," 79,747 "," 183,700 "," 85,934,762 ",4927.707573,718.1147545
2014, LA ," 40,285 "," 60,980 "," 46,000,884 ",1601.387342,232.5668495
2014, MA ," 9,482 "," 5,244 "," 12,598,471 ",796.7221915,105.5718425
2014, MD ," 14,754 "," 22,988 "," 20,065,278 ",1227.464949,177.0762315
2014, ME ," 2,888 "," 2,125 "," 2,140,717 ",505.373177,71.657013
2014, MI ," 58,256 "," 142,396 "," 62,093,645 ",3491.211199,504.105214
2014, MN ," 25,052 "," 26,316 "," 31,272,647 ",1990.581532,285.454765
2014, MO ," 68,237 "," 123,006 "," 70,033,834 ",4167.063206,605.2827335
2014, MS ," 18,843 "," 84,061 "," 24,788,855 ",794.4720295,114.667584
2014, MT ," 18,319 "," 13,665 "," 17,875,576 ",933.154631,138.851154
2014, NC ," 39,423 "," 39,404 "," 56,507,535 ",2997.115339,432.2273975
2014, ND ," 42,304 "," 45,890 "," 30,139,465 ",1677.526909,243.970207
2014, NE ," 22,873 "," 55,917 "," 25,107,381 ",1430.043696,207.9522845
2014, NH ," 3,585 "," 2,625 "," 3,407,961 ",474.0369885,63.15517
2014, NJ ," 9,592 "," 2,209 "," 16,868,642 ",612.3005335,79.008292
2014, NM ," 41,026 "," 10,946 "," 24,801,035 ",1216.867338,175.2666595
2014, NV ," 13,098 "," 9,637 "," 15,726,695 ",481.501689,66.1531805
2014, NY ," 25,307 "," 19,182 "," 31,756,305 ",1135.950493,148.77553
2014, OH ," 82,919 "," 284,173 "," 98,232,057 ",5190.719907,752.594245
2014, OK ," 35,807 "," 69,255 "," 43,277,527 ",1906.37619,273.430281
2014, OR ," 8,676 "," 7,071 "," 8,501,642 ",387.8976115,52.306138
2014, PA ," 119,360 "," 250,080 "," 99,816,741 ",4651.351571,739.081397
2014, RI , 761 , 70 ," 2,529,313 ",24.0400235,2.4971505
2014, SC ," 15,296 "," 25,589 "," 32,514,173 ",1820.380524,266.3186425
2014, SD ," 9,628 "," 12,574 "," 3,106,053 ",164.622603,23.864916
2014, TN ," 17,335 "," 49,866 "," 38,693,410 ",2041.118954,298.66578
2014, TX ," 133,837 "," 316,087 "," 236,536,818 ",8547.308002,1210.399096
2014, UT ," 50,046 "," 26,554 "," 35,427,624 ",1852.24193,271.727694
2014, VA ," 25,727 "," 30,304 "," 31,000,189 ",1871.40308,265.3957235
2014, VT , 386 , 54 ," 73,189 ",101.307183,13.3120795
2014, WA ," 8,697 "," 3,964 "," 11,910,727 ",624.7678215,89.732884
2014, WI ," 24,131 "," 41,353 "," 42,215,161 ",2305.293912,334.124732
2014, WV ," 64,380 "," 86,276 "," 72,583,647 ",4172.467291,614.003684
2014, WY ," 38,727 "," 34,466 "," 45,370,917 ",2532.151773,368.219673
2016,AK,"21,008","1,748","2,932,683",199.0293425,28.933066
2016,AL,"29,881","28,836","65,211,148",4942.406191,721.021641
2016,AR,"27,940","48,694","33,717,770",3161.246653,462.7070675
2016,AZ,"33,982","12,955","50,682,560",3659.20251,602.182597
2016,CA,"46,857","3,611","44,648,567",2540.987,311.186992
2016,CO,"30,471","19,170","39,953,306",3967.66203,571.4270725
2016,CT,"5,854",635,"9,096,160",1105.350427,141.329509
2016,DC,175,4,"18,422",0.8978095,0.094183
2016,DE,"1,732",526,"3,874,126",142.682617,17.7166005
2016,FL,"65,083","44,555","121,996,344",9133.514641,1246.842433
2016,GA,"29,621","23,887","66,567,671",5710.692394,833.757139
2016,HI,"22,345","37,332","7,571,577",781.4474175,120.049552
2016,IA,"21,001","28,502","27,140,015",1388.924707,433.37907
2016,ID,"2,090",521,"1,477,572",63.8596845,10.2745235
2016,IL,"33,486","89,396","76,035,677",4533.762783,1120.721863
2016,IN,"86,576","87,847","91,901,515",9393.025464,1359.18962
2016,KS,"18,062","7,160","28,454,163",3066.450027,445.0236935
2016,KY,"58,526","76,475","78,439,290",7584.432076,1270.711674
2016,LA,"43,820","38,597","46,949,097",2640.154202,387.002102
2016,MA,"8,348","3,625","13,121,389",1608.487443,209.877772
2016,MD,"11,548","17,541","18,819,051",1456.211006,307.320452
2016,ME,"3,326","1,666","1,939,972",942.993765,134.0282525
2016,MI,"46,618","86,271","61,658,803",3504.142691,876.8004015
2016,MN,"20,098","17,474","30,398,579",3681.090738,526.063826
2016,MO,"57,269","100,047","66,337,989",4788.715853,1097.237593
2016,MS,"13,465","5,082","29,576,726",902.665617,173.408207
2016,MT,"15,603","14,193","17,378,904",1872.368724,278.9870405
2016,NC,"36,492","29,106","56,716,823",5217.631857,746.936848
2016,ND,"37,479","45,313","31,491,915",2451.513279,509.7587665
2016,NE,"20,990","51,539","23,828,060",2589.677936,397.8829865
2016,NH,"2,271",759,"2,994,227",974.433837,127.688191
2016,NJ,"9,131","2,081","21,643,003",1302.969054,162.242539
2016,NM,"38,734","8,265","25,890,070",2464.616099,354.2766835
2016,NV,"9,362","3,118","15,101,321",533.5676365,66.8023035
2016,NY,"22,847","9,164","31,110,393",2063.509526,261.6321325
2016,OH,"59,880","106,170","87,167,528",7446.370768,1293.594923
2016,OK,"27,175","50,196","41,046,732",2479.479911,414.972131
2016,OR,"10,599","4,192","9,204,524",612.514421,81.964144
2016,PA,"88,301","103,118","91,988,694",5574.595732,1221.65872
2016,RI,801,75,"2,858,424",54.293089,5.516374
2016,SC,"13,683","11,636","30,522,786",1196.166602,446.7115615
2016,SD,"1,063",729,"2,640,861",254.4600695,36.63058
2016,TN,"20,342","31,861","39,363,688",2919.578942,593.4040275
2016,TX,"137,387","247,401","238,211,887",17843.21525,2518.260025
2016,UT,"33,874","16,750","31,029,039",3157.319283,463.5660465
2016,VA,"25,777","11,805","37,660,633",3830.827836,535.003935
2016,VT,340,12,"54,364",153.8371525,20.2058245
2016,WA,"8,507","2,841","10,658,190",569.2343125,161.3672225
2016,WI,"21,867","16,382","45,115,419",2336.665027,643.5464445
2016,WV,"50,513","44,840","75,022,431",8024.921849,1269.383998
2016,WY,"36,848","32,523","47,269,241",5192.410807,754.9540385
